Ip1, Ip2, Ip3, Ip4, Phone, SurvivalTime, AverageAnswerTime, Outcome
123,165,53,96,16533,83,2,1
123,165,53,96,16256,71,2,1
122,240,206,134,15874,1,1.8,1
180,124,113,90,17015,40,1.9,1
122,240,206,134,16521,2,1.9,1
1,25,60,52,16571,108,1.7,1
39,155,69,179,17171,14,2.2,1
123,187,98,136,16229,21,1.8,1
123,165,53,96,17050,82,2,1
122,240,206,134,16272,20,1.9,1
36,57,169,145,17041,44,1.9,1
59,51,28,161,17053,74,2.1,1
123,165,53,96,16532,72,2.3,1
59,51,28,161,16532,48,2,1
59,51,28,161,16750,60,2,1
123,165,53,96,17000,105,2.2,1
123,165,53,96,17171,78,2.2,1
123,165,53,96,17000,101,2,1
123,244,0,22,17065,29,3.4,1
120,239,198,45,16533,43,2,1
123,165,53,96,16237,99,1.8,1
180,124,113,90,16533,1,1.8,1
113,124,167,69,16229,140,1.9,1
180,124,113,90,16533,1,2,1
123,165,53,96,17061,98,2.1,1
39,155,69,179,16753,32,2.3,1
123,165,53,96,18843,130,2,1
120,239,198,45,16533,22,1.9,1
123,244,0,22,16533,10,4.7,1
122,240,206,134,16722,1,1.9,1
122,240,206,134,16533,1,2,1
1,25,60,52,17064,50,1.7,1
123,187,98,136,16532,1,1.9,1
123,187,98,136,17064,2,1.9,1
122,240,206,134,16270,40,1.9,1
120,239,198,45,16237,40,1.9,1
59,34,152,163,16753,1,2.2,1
59,34,152,163,17053,1,1.7,1
59,34,152,163,15874,1,1.6,1
123,187,98,136,16722,20,1.8,1
175,152,197,84,16533,21,2,1
221,228,233,31,16533,21,2.2,1
59,34,152,163,16533,1,1.9,1
59,34,152,163,17064,1,1.6,1
122,240,206,134,16533,41,1.9,1
59,34,152,163,16799,21,1.7,1
122,240,206,134,16533,2,1.7,1
59,51,28,161,18411,137,1.8,1
59,51,28,161,16750,123,1.9,1
59,51,28,161,16229,139,1.9,1
59,51,28,161,15874,139,1.9,1
59,51,28,161,16521,75,2,1
59,51,28,161,17024,12,1.7,1
59,34,152,163,16233,19,1.8,1
59,34,152,163,16237,21,1.7,1
59,34,152,163,16532,22,2,1
59,34,152,163,16532,20,1.9,1
123,187,98,136,16722,40,1.9,1
221,228,233,31,17000,0,2.1,1
122,240,206,134,16534,1,1.8,1
59,34,152,163,16233,20,1.8,1
122,240,206,134,16533,21,1.9,1
122,240,206,134,17171,43,1.8,1
113,251,13,225,16532,0,2.1,1
36,57,169,145,15874,21,1.6,1
122,240,206,134,17015,1,1.8,1
113,124,167,69,16532,177,2,1
113,124,167,69,16533,131,1.9,1
113,124,167,69,16532,75,2.1,1
113,124,167,69,17171,21,2.1,1
123,165,53,96,16532,104,2.2,1
123,165,53,96,17054,18,2,1
123,165,53,96,18411,88,1.8,1
123,165,53,96,16533,87,2.5,1
123,165,53,96,16532,89,2.2,1
122,240,206,134,16750,1,1.9,1
221,228,233,31,17065,43,2.2,1
120,239,198,45,15874,22,1.9,1
114,223,209,174,16533,12,1.5,1
123,165,53,96,16722,83,2.6,1
123,165,53,96,17100,82,2.3,1
123,165,53,96,17026,43,2.5,1
123,165,53,96,17171,43,2.6,1
36,57,169,145,17120,39,1.9,1
59,34,152,163,17053,1,1.9,1
59,34,152,163,16532,1,2,1
59,34,152,163,17000,1,1.9,1
59,34,152,163,16533,1,1.7,1
180,124,113,90,16798,1,1.8,1
123,187,98,136,16762,1,2,1
122,240,206,134,16532,2,1.7,1
59,34,152,163,16799,1,1.7,1
123,187,98,136,17171,1,1.8,1
113,124,167,69,16532,27,1.8,1
113,124,167,69,17024,130,1.9,1
120,239,198,45,17053,37,1.9,1
36,57,169,145,16264,40,2.2,1
113,124,167,69,16223,144,2,1
113,124,167,69,16533,164,2,1
123,165,53,96,16236,88,2.3,1
113,124,167,69,16722,50,1.9,1
59,34,152,163,17108,19,1.9,1
113,124,167,69,17012,101,1.9,1
123,244,0,22,17056,20,1.9,1
123,244,0,22,16532,21,1.7,1
123,244,0,22,17171,20,1.9,1
59,34,152,163,17053,2,2.1,1
180,124,113,90,18411,1,1.9,1
59,34,152,163,16533,1,2,1
123,165,53,96,16533,159,2.5,1
59,51,28,161,16533,44,1.5,1
123,165,53,96,16521,109,2.7,1
123,165,53,96,16532,114,2.9,1
59,34,152,163,17069,2,1.9,1
59,34,152,163,17053,1,1.9,1
59,34,152,163,16533,1,1.9,1
221,228,233,31,16532,0,2.1,1
59,34,152,163,16533,22,2,1
123,187,98,136,16532,23,2,1
180,124,113,90,17056,22,1.8,1
180,124,113,90,17067,21,2,1
113,124,167,69,17026,135,2.1,1
59,34,152,163,16532,21,1.7,1
180,124,113,90,16533,20,2.1,1
113,251,13,225,16532,0,2.2,1
59,34,152,163,16219,1,1.9,1
180,124,113,90,17053,20,1.9,1
59,34,152,163,16533,24,1.8,1
59,34,152,163,16532,21,2.1,1
59,34,152,163,16762,43,1.8,1
59,34,152,163,17100,37,2,1
180,124,113,90,16533,40,2,1
123,165,53,96,17053,165,2.2,1
59,51,28,161,17100,75,1.7,1
59,51,28,161,16798,156,1.8,1
59,51,28,161,16533,61,1.8,1
59,34,152,163,16750,44,1.8,1
180,124,113,90,16533,42,1.8,1
180,124,113,90,16533,19,2,1
59,34,152,163,16533,1,2,1
123,165,53,96,16533,161,2.2,1
123,165,53,96,16533,135,2.3,1
123,187,98,136,16725,41,1.7,1
180,124,113,90,17012,22,2,1
59,34,152,163,16521,41,1.9,1
59,34,152,163,16219,39,2,1
123,165,53,96,16253,118,1.9,1
123,187,98,136,15802,1,1.9,1
123,244,0,22,16798,60,1.8,1
180,124,113,90,16532,43,1.9,1
123,187,98,136,16799,20,1.7,1
180,124,113,90,16533,1,1.9,1
59,51,28,161,16533,75,2.1,1
59,51,28,161,16521,30,2,1
180,124,113,90,16223,1,2,1
180,124,113,90,16533,41,1.7,1
59,34,152,163,16521,1,1.9,1
123,244,0,22,16533,73,2,1
123,244,0,22,18411,76,1.8,1
36,57,169,145,16532,1,1.8,1
123,244,0,22,16521,81,1.8,1
59,34,152,163,16237,2,2,1
180,124,113,90,16533,1,1.7,1
36,57,169,145,17041,1,1.9,1
123,187,98,136,15874,22,1.7,1
123,187,98,136,16535,1,2,1
123,187,98,136,16571,1,2.1,1
180,124,113,90,17069,40,1.8,1
123,187,98,136,17053,1,1.9,1
123,244,0,22,16532,10,1.8,1
122,240,206,134,17169,45,1.9,1
180,124,113,90,16238,1,1.8,1
59,34,152,163,16521,1,2,1
180,124,113,90,16533,1,1.7,1
113,251,13,225,16533,21,2.2,1
123,187,98,136,17050,1,1.7,1
180,124,113,90,16725,19,1.9,1
114,223,209,174,17069,49,1.9,1
59,34,152,163,16532,1,2.2,1
113,251,13,225,17100,43,2.2,1
123,187,98,136,18721,1,1.9,1
180,124,113,90,17056,1,2.1,1
123,187,98,136,17054,20,1.7,1
180,124,113,90,17108,1,1.9,1
123,187,98,136,18411,20,2,1
36,57,169,145,16521,38,1.8,1
114,223,209,174,16533,53,1.8,1
123,187,98,136,16533,2,1.8,1
180,124,113,90,16571,22,2.3,1
112,32,10,8,18411,45,1.6,1
112,32,10,8,17088,45,1.9,1
112,32,10,8,16533,49,2.1,1
112,32,10,8,16722,55,1.7,1
59,34,152,163,16532,40,1.9,1
59,34,152,163,16532,1,2.1,1
180,124,113,90,16799,23,1.8,1
180,124,113,90,17353,20,1.9,1
59,34,152,163,16533,40,1.9,1
113,251,13,225,17152,44,2.1,1
180,124,113,90,18411,41,1.8,1
180,124,113,90,16532,19,1.9,1
36,57,169,145,16229,1,1.7,1
120,239,198,45,16573,1,2.1,1
123,187,98,136,17012,44,1.8,1
123,187,98,136,17035,40,1.9,1
112,32,10,8,17056,65,2.1,1
114,223,209,174,17065,13,1.9,1
112,32,10,8,17041,76,1.7,1
36,57,169,145,16532,1,1.6,1
113,251,13,225,16533,0,2.1,1
59,34,152,163,16725,1,2,1
180,124,113,90,17067,20,1.9,1
180,124,113,90,16532,22,1.9,1
113,251,13,225,16229,43,2.1,1
123,187,98,136,17064,46,1.9,1
113,251,13,225,16725,0,2.2,1
36,57,169,145,16798,2,1.9,1
114,223,209,174,17054,57,1.9,1
123,187,98,136,16272,1,1.7,1
180,124,113,90,18411,42,1.8,1
36,57,169,145,18411,39,1.7,1
180,124,113,90,17065,1,1.8,1
180,124,113,90,18411,42,1.9,1
113,251,13,225,16752,0,2.2,1
180,124,113,90,18744,24,1.7,1
180,124,113,90,16532,1,1.8,1
36,57,169,145,16532,1,2,1
180,124,113,90,16219,23,2,1
59,34,152,163,16533,21,1.7,1
180,124,113,90,17024,1,2.1,1
180,124,113,90,15874,20,1.8,1
180,124,113,90,18411,20,2.1,1
180,124,113,90,16532,1,1.9,1
180,124,113,90,17053,21,1.8,1
59,34,152,163,16533,0,2.2,1
123,187,98,136,16521,41,1.7,1
123,165,53,96,16533,212,2.4,1
123,165,53,96,16532,201,2.1,1
180,124,113,90,18411,20,2,1
123,165,53,96,16253,152,2.2,1
123,165,53,96,16533,145,2.1,1
123,165,53,96,16762,119,2.6,1
123,165,53,96,16533,104,2.1,1
123,165,53,96,16256,51,2.4,1
123,165,53,96,17171,56,2.3,1
221,228,233,31,17053,0,2.2,1
59,34,152,163,16533,0,2.2,1
113,251,13,225,16270,0,2.2,1
36,57,169,145,16762,43,1.9,1
221,228,233,31,16237,22,2.1,1
180,124,113,90,17015,1,2,1
180,124,113,90,16533,22,1.8,1
113,251,13,225,18411,0,2.1,1
123,165,53,96,17108,161,2.5,1
123,165,53,96,16533,167,2.7,1
113,251,13,225,16725,22,2.1,1
123,165,53,96,16573,217,2.4,1
123,165,53,96,17053,223,2.7,1
123,165,53,96,17100,175,2.5,1
123,165,53,96,16533,78,2.2,1
180,124,113,90,16238,1,2.2,1
180,124,113,90,15874,19,1.8,1
113,251,13,225,17064,1,2.1,1
59,34,152,163,16533,1,1.9,1
180,124,113,90,17108,20,2.1,1
180,124,113,90,16752,41,1.8,1
123,165,53,96,15874,82,2.2,1
180,124,113,90,17041,2,1.8,1
180,124,113,90,16535,41,1.8,1
180,124,113,90,17171,1,2,1
180,124,113,90,16722,21,1.8,1
180,124,113,90,17053,18,1.9,1
180,124,113,90,17171,20,2,1
123,165,53,96,16533,157,2.2,1
123,165,53,96,17061,251,2.3,1
123,165,53,96,16571,222,2.1,1
180,124,113,90,16534,22,2.1,1
112,32,10,8,17171,24,2,1
180,124,113,90,17088,41,2,1
120,42,214,253,16571,35,1.9,1
180,124,113,90,17053,1,1.8,1
112,32,10,8,17171,126,1.8,1
112,32,10,8,16533,46,2,1
123,165,53,96,17012,48,1.8,1
123,165,53,96,16533,49,2.1,1
112,32,10,8,16521,38,2,1
112,32,10,8,17056,42,1.7,1
113,251,13,225,16533,0,2.2,1
180,124,113,90,17169,1,1.9,1
113,251,13,225,16264,0,2.2,1
175,152,197,84,16753,41,1.9,1
183,92,239,31,16532,51,2.4,1
183,92,239,31,16533,134,2,1
183,92,239,31,16532,151,2.5,1
221,228,233,31,17056,0,2.1,1
180,124,113,90,17056,38,1.7,1
180,124,113,90,16762,41,1.8,1
113,251,13,225,17061,22,2.1,1
123,165,53,96,16722,76,1.9,1
180,124,113,90,15802,39,1.6,1
180,124,113,90,16532,22,1.5,1
180,124,113,90,16533,22,1.7,1
180,124,113,90,16237,24,1.8,1
113,251,13,225,16532,43,2.1,1
59,34,152,163,16532,0,2.2,1
180,124,113,90,16533,1,1.8,1
183,92,239,31,16571,199,2.4,1
180,124,113,90,16798,1,1.8,1
183,92,239,31,16532,106,1.9,1
183,92,239,31,18411,193,2.4,1
59,34,152,163,16532,1,2.1,1
180,124,113,90,16253,1,1.9,1
113,251,13,225,16233,22,2.1,1
113,251,13,225,17064,43,2.1,1
36,57,169,145,16722,2,1.9,1
123,165,53,96,16533,43,1.8,1
180,124,113,90,16532,1,2.3,1
180,124,113,90,16773,20,2.2,1
180,124,113,90,16532,20,1.9,1
112,32,10,8,16533,30,1.9,1
112,32,10,8,16533,80,1.8,1
180,124,113,90,16237,40,1.8,1
180,124,113,90,17064,1,1.7,1
183,92,239,31,16533,220,2.1,1
180,124,113,90,16713,20,1.8,1
113,251,13,225,16532,21,2.2,1
180,124,113,90,16725,1,1.9,1
112,32,10,8,16753,33,2,1
112,32,10,8,16532,34,2.1,1
36,57,169,145,16533,23,2.2,1
180,124,113,90,17100,1,1.8,1
180,124,113,90,17050,1,2,1
180,124,113,90,17108,1,1.9,1
121,204,38,138,16533,2,2.1,1
112,32,10,8,16532,69,2.3,1
112,32,10,8,16533,67,1.8,1
180,124,113,90,17100,22,1.7,1
180,124,113,90,16253,1,1.8,1
180,124,113,90,18411,1,2,1
36,57,169,145,16532,37,2,1
113,251,13,225,19821,0,2.2,1
113,124,167,69,16753,136,2.1,1
113,124,167,69,17015,130,2.2,1
113,124,167,69,16798,133,2,1
113,124,167,69,16533,128,2.4,1
113,124,167,69,17102,126,2.2,1
113,124,167,69,16253,128,2.2,1
113,124,167,69,16533,123,2.1,1
113,124,167,69,16533,120,2.2,1
113,124,167,69,16534,118,2,1
113,124,167,69,18411,105,2,1
113,124,167,69,16237,109,2,1
113,124,167,69,16517,97,2.2,1
113,124,167,69,18411,101,2,1
113,124,167,69,16725,84,2.2,1
113,124,167,69,16253,43,2.2,1
59,34,152,163,16532,1,2.1,1
112,32,10,8,17061,49,2.1,1
112,32,10,8,17001,41,1.9,1
123,165,53,96,17100,61,2.2,1
113,251,13,225,16533,0,2.2,1
121,204,38,138,16532,1,2,1
180,124,113,90,16533,21,1.8,1
113,251,13,225,16533,0,2.2,1
180,124,113,90,16533,18,2.2,1
180,124,113,90,16532,1,2,1
36,57,169,145,16752,21,2,1
121,204,38,138,17053,21,1.9,1
112,32,10,8,16256,92,1.7,1
59,34,152,163,18411,21,2.2,1
180,124,113,90,17024,1,1.8,1
221,228,233,31,16533,0,2.1,1
180,124,113,90,16532,1,1.9,1
112,32,10,8,17001,72,2,1
180,124,113,90,15874,1,2,1
180,124,113,90,17069,1,1.9,1
36,57,169,145,16237,1,1.9,1
180,124,113,90,17050,1,1.8,1
180,124,113,90,16750,1,1.9,1
180,124,113,90,17015,47,1.7,1
180,124,113,90,16229,1,1.8,1
59,34,152,163,17034,21,2.2,1
36,57,169,145,17100,1,2,1
121,204,38,138,17056,42,2,1
121,204,38,138,16270,1,1.8,1
39,155,69,179,17041,60,2,1
180,124,113,90,16211,2,1.5,1
180,124,113,90,16534,1,2,1
59,34,152,163,16532,0,2.2,1
180,124,113,90,16571,1,1.8,1
180,124,113,90,16534,1,2.1,1
180,124,113,90,16773,1,1.9,1
180,124,113,90,15874,19,1.9,1
180,124,113,90,17041,20,1.7,1
59,34,152,163,17171,22,2.1,1
180,124,113,90,16238,19,2.1,1
36,57,169,145,16533,19,1.8,1
180,124,113,90,16773,22,1.7,1
180,124,113,90,16532,1,2.1,1
180,124,113,90,16533,1,2,1
180,124,113,90,17152,1,1.9,1
180,124,113,90,16256,39,1.8,1
113,124,167,69,16533,135,2.2,1
180,124,113,90,16532,21,1.9,1
36,57,169,145,16517,23,1.7,1
180,124,113,90,17053,21,1.7,1
113,124,167,69,17821,127,2.1,1
113,124,167,69,16534,70,2.3,1
221,228,233,31,17012,0,2.1,1
112,32,10,8,16725,82,2.1,1
112,32,10,8,16223,89,1.9,1
112,32,10,8,17064,91,1.9,1
112,32,10,8,16532,81,2.2,1
121,204,38,138,16750,2,1.7,1
180,124,113,90,16533,21,1.9,1
180,124,113,90,16533,22,1.8,1
112,32,10,8,16271,67,1.7,1
112,32,10,8,16533,58,2.1,1
180,124,113,90,16750,21,2,1
112,32,10,8,17061,53,1.9,1
36,57,169,145,16532,1,1.9,1
221,228,233,31,16532,43,2.1,1
180,124,113,90,16520,40,2.2,1
180,124,113,90,17054,1,1.8,1
36,57,169,145,17100,1,1.7,1
59,34,152,163,16533,0,2.2,1
180,124,113,90,17001,22,1.8,1
180,124,113,90,16753,20,2,1
180,124,113,90,17169,21,1.7,1
180,124,113,90,16237,45,2.1,1
112,32,10,8,16237,89,2,1
112,32,10,8,17108,91,1.9,1
112,32,10,8,16722,69,1.8,1
36,57,169,145,16533,1,2,1
121,204,38,138,18411,1,2,1
112,32,10,8,16799,78,2,1
36,57,169,145,17054,20,1.8,1
112,32,10,8,16799,54,1.8,1
59,34,152,163,17064,22,2.1,1
221,228,233,31,16532,21,2.1,1
112,32,10,8,16533,55,2.1,1
180,124,113,90,16798,44,2.1,1
180,124,113,90,17053,42,1.9,1
59,34,152,163,16722,0,2.1,1
1,25,60,52,17050,39,2,1
180,124,113,90,17165,22,1.6,1
112,32,10,8,16573,143,2.2,1
59,34,152,163,16533,43,2.2,1
112,32,10,8,17065,76,1.9,1
180,124,113,90,17061,42,1.9,1
122,240,206,134,16714,1,2.1,1
180,124,113,90,16532,39,1.8,1
221,228,233,31,16533,22,2.1,1
112,32,10,8,17012,80,1.8,1
180,124,113,90,17100,21,1.9,1
36,57,169,145,16534,22,1.8,1
59,34,152,163,16532,0,2.1,1
59,34,152,163,15874,0,2.1,1
121,204,38,138,17171,40,1.8,1
59,34,152,163,16714,43,2.1,1
36,57,169,145,16798,39,1.9,1
121,204,38,138,17015,2,1.6,1
36,57,169,145,17069,1,1.8,1
122,240,206,134,17064,24,1.8,1
36,57,169,145,16253,1,2,1
36,57,169,145,16798,1,2,1
221,228,233,31,16521,0,2.2,1
221,228,233,31,16231,0,2.1,1
121,204,38,138,16270,40,1.6,1
113,124,167,69,16532,270,2,1
113,124,167,69,16533,152,2.3,1
113,124,167,69,16533,125,2.1,1
36,57,169,145,17108,1,1.6,1
59,34,152,163,18411,22,2.1,1
221,228,233,31,17050,0,2.1,1
59,34,152,163,18411,0,2.1,1
175,152,197,84,16533,1,1.7,1
36,57,169,145,13564,23,1.7,1
122,240,206,134,17015,1,2,1
113,251,13,225,16533,489,2.1,1
112,32,10,8,17171,94,1.9,1
121,204,38,138,17061,1,2,1
59,33,90,134,16532,1,2,1
112,32,10,8,16521,62,2,1
112,32,10,8,16798,54,2.4,1
112,32,10,8,16521,48,1.9,1
112,32,10,8,17064,42,2.1,1
112,32,10,8,16534,21,2.3,1
59,34,152,163,16533,0,2.2,1
122,240,206,134,17024,1,1.8,1
59,34,152,163,16253,0,2.2,1
121,204,38,138,16532,1,1.7,1
112,32,10,8,17038,91,1.9,1
121,204,38,138,16773,22,2,1
112,32,10,8,16534,76,2,1
121,204,38,138,16533,1,1.9,1
112,32,10,8,17108,113,2,1
112,32,10,8,16750,126,2.1,1
121,204,38,138,15874,2,1.6,1
112,32,10,8,16532,153,1.8,1
59,34,152,163,16532,22,2.1,1
122,240,206,134,16573,41,1.8,1
113,124,167,69,16238,352,2,1
113,124,167,69,16725,351,2.1,1
113,124,167,69,16532,349,2.2,1
123,244,0,22,17012,28,2,1
113,124,167,69,16532,252,2.2,1
59,34,152,163,17041,2,1.8,1
59,34,152,163,16799,1,2,1
59,34,152,163,15802,2,2.1,1
59,34,152,163,16532,2,1.9,1
59,34,152,163,16722,2,1.7,1
121,204,38,138,16533,43,2,1
59,34,152,163,16532,1,2,1
121,204,38,138,16233,21,2,1
121,204,38,138,17056,1,1.9,1
121,204,38,138,16533,1,2,1
121,204,38,138,18411,20,1.9,1
180,165,86,200,16233,41,2.1,1
220,173,251,98,16799,39,1.6,1
180,165,86,200,17054,1,1.9,1
59,33,90,134,17056,1,1.6,1
180,165,86,200,16533,20,2,1
180,165,86,200,16773,20,1.8,1
220,173,251,98,16533,16,1.6,1
220,173,251,98,16533,43,2,1
36,248,143,27,16533,22,1.7,1
36,248,143,27,16532,2,1.6,1
114,238,76,254,16533,42,2,1
220,173,251,98,16750,223,1.8,1
220,173,251,98,16750,112,1.7,1
220,173,251,98,16750,32,2,1
220,173,251,98,17064,83,1.8,1
36,248,143,27,16533,19,2.1,1
114,238,76,254,16533,23,2,1
220,173,251,98,17064,54,1.8,1
220,173,251,98,17064,145,1.9,1
120,199,163,111,17065,24,1.9,1
36,248,143,27,18411,39,2,1
36,248,143,27,16799,1,1.9,1
120,199,163,111,16533,1,1.8,1
120,199,163,111,16533,23,1.8,1
36,248,143,27,15802,1,1.9,1
220,173,251,98,16533,26,1.9,1
36,248,143,27,18411,2,1.8,1
120,199,163,111,17050,2,1.9,1
59,33,90,134,16533,21,2,1
36,248,143,27,16750,20,1.8,1
36,248,143,27,16798,22,1.8,1
120,199,163,111,16799,19,1.9,1
36,248,143,27,16533,41,2,1
120,199,163,111,16237,20,1.9,1
59,33,90,134,16753,1,1.8,1
59,33,90,134,17026,2,1.8,1
59,33,90,134,17026,1,1.7,1
59,33,90,134,16532,1,1.9,1
36,248,143,27,16713,1,1.8,1
36,248,143,27,16237,1,1.7,1
59,33,90,134,16532,22,1.8,1
59,33,90,134,17069,37,1.6,1
36,248,143,27,16533,42,2,1
36,248,143,27,16532,21,2,1
120,199,163,111,16753,1,1.9,1
120,199,163,111,16233,1,2.2,1
59,33,90,134,16533,1,2,1
59,33,90,134,17050,1,2.1,1
220,173,251,98,16750,55,2,1
59,33,90,134,16533,22,1.9,1
120,199,163,111,17050,43,1.8,1
120,199,163,111,17012,24,1.8,1
36,248,143,27,17024,1,2,1
59,33,90,134,17054,1,2,1
59,33,90,134,16533,1,1.8,1
59,33,90,134,16219,1,1.9,1
59,33,90,134,17041,1,1.9,1
120,199,163,111,17138,40,2,1
59,33,90,134,16533,21,1.9,1
59,33,90,134,16236,20,1.8,1
120,199,163,111,16750,21,1.7,1
36,248,143,27,16532,44,1.9,1
36,248,143,27,16521,21,1.7,1
36,248,143,27,16750,43,1.8,1
36,248,143,27,16532,40,1.8,1
220,173,251,98,16713,48,1.7,1
220,173,251,98,16750,40,1.7,1
120,199,163,111,18411,2,1.7,1
120,199,163,111,16229,2,1.9,1
120,199,163,111,16722,1,1.7,1
59,33,90,134,16762,39,1.9,1
36,248,143,27,16533,1,2,1
59,33,90,134,16752,41,1.9,1
120,199,163,111,17056,44,2,1
120,199,163,111,17041,43,1.9,1
120,199,163,111,18411,1,1.9,1
120,199,163,111,16237,21,2.1,1
120,199,163,111,16237,36,1.9,1
1,181,243,7,16722,48,2.9,1
114,238,76,254,16533,1,1.9,1
114,238,76,254,16533,1,1.9,1
114,238,76,254,16533,1,2.1,1
114,238,76,254,16533,1,1.9,1
114,238,76,254,16533,22,2.2,1
114,238,76,254,16533,1,2,1
114,238,76,254,16533,1,2.1,1
220,173,251,98,16533,69,2,1
114,238,76,254,16533,44,2.2,1
114,238,76,254,16533,1,2,1
1,181,243,7,16722,27,3.7,1
114,238,76,254,16533,1,2.1,1
1,181,243,7,16725,21,3.6,1
114,238,76,254,16533,19,1.9,1
114,238,76,254,16533,20,2.2,1
114,238,76,254,16533,2,1.8,1
114,238,76,254,16533,41,2,1
114,238,76,254,16533,1,2,1
114,238,76,254,16533,44,1.9,1
114,238,76,254,16533,1,2,1
1,181,243,7,15874,96,3.8,1
1,181,243,7,16762,96,3.3,1
114,238,76,254,16533,1,2,1
220,173,251,98,17064,49,1.9,1
220,173,251,98,17064,40,1.8,1
1,181,243,7,16521,50,3.5,1
1,181,243,7,16722,81,4.5,1
1,181,243,7,16233,96,3.5,1
1,181,243,7,18411,53,3.5,1
220,173,251,98,16533,12,1.9,1
220,173,251,98,16799,37,1.9,1
1,181,243,7,17012,136,3,1
1,181,243,7,16752,147,2.6,1
220,173,251,98,16799,20,1.8,1
220,173,251,98,17064,18,1.8,1
1,181,243,7,16533,141,4.5,1
1,181,243,7,17064,198,3.4,1
1,181,243,7,16253,194,3.2,1
1,181,243,7,16762,177,3.8,1
1,181,243,7,16533,22,4.3,1
121,231,181,236,16532,27,4.8,1
121,231,181,236,16752,4,3.6,1
1,181,243,7,17100,95,4.8,1
110,81,190,43,16752,1,2.1,1
110,81,190,43,16533,1,1.8,1
110,81,190,43,16532,1,1.9,1
110,81,190,43,16533,1,1.7,1
110,81,190,43,16517,19,2,1
1,181,243,7,17041,145,3.9,1
110,81,190,43,16532,38,1.9,1
110,81,190,43,16533,40,1.9,1
110,81,190,43,16532,1,1.9,1
110,81,190,43,16223,1,1.9,1
110,81,190,43,16533,1,1.9,1
223,94,70,150,17065,1,1.9,1
223,94,70,150,17108,1,2,1
223,94,70,150,16532,1,1.9,1
223,94,70,150,16533,1,1.8,1
223,94,70,150,16725,2,1.8,1
223,94,70,150,16533,1,1.9,1
223,94,70,150,17017,20,1.8,1
183,219,4,50,17054,2,1.8,1
223,94,70,150,16532,1,2.2,1
114,227,187,232,17061,45,1.9,1
113,118,202,197,17065,4,2.1,1
113,118,202,197,17056,96,1.8,1
113,118,202,197,16533,35,1.7,1
121,231,181,236,16750,19,1.8,1
223,94,70,150,16752,23,1.7,1
223,94,70,150,16237,1,2,1
223,94,70,150,17056,21,2.1,1
114,227,187,232,18411,10,4.2,1
49,80,221,215,16533,0,2.1,1
49,80,221,215,16752,43,2.1,1
49,80,221,215,16773,0,2.2,1
49,80,221,215,16533,0,2.2,1
49,80,221,215,16750,22,2.1,1
49,80,221,215,18411,42,2.2,1
49,80,221,215,16573,0,2.2,1
49,80,221,215,17064,21,2.2,1
49,80,221,215,17064,43,2.2,1
49,80,221,215,17012,0,2.1,1
49,80,221,215,16533,22,2.1,1
49,80,221,215,17074,22,2.1,1
49,80,221,215,16532,21,2.2,1
49,80,221,215,16533,0,2.1,1
49,80,221,215,16532,0,2.2,1
49,80,221,215,16532,0,2.1,1
49,80,221,215,18411,44,2.1,1
49,80,221,215,18411,22,2.1,1
49,80,221,215,16753,1,2.1,1
49,80,221,215,17065,0,2.1,1
39,68,237,2,16532,1,1.6,1
39,68,237,2,16533,43,1.9,1
39,68,237,2,17054,20,2,1
39,68,237,2,17018,23,1.8,1
39,68,237,2,16533,21,1.9,1
39,68,237,2,16233,41,1.8,1
39,68,237,2,16534,37,2,1
39,68,237,2,17056,39,1.9,1
183,0,180,15,16533,22,2.1,1
39,68,237,2,16237,43,2,1
182,140,81,40,17064,1,1.9,1
183,0,180,15,16534,22,2.1,1
182,140,81,40,17064,1,1.8,1
39,68,237,2,18411,1,1.9,1
182,140,81,40,17064,1,1.6,1
182,140,81,40,16532,21,1.9,1
182,140,81,40,16722,19,2,1
182,140,81,40,17053,22,1.9,1
182,140,81,40,17012,1,2.2,1
182,140,81,40,16229,22,1.8,1
182,140,81,40,18411,1,1.9,1
182,140,81,40,17016,42,2.2,1
182,140,81,40,17056,22,2,1
182,140,81,40,17056,1,2.2,1
182,140,81,40,17012,2,1.9,1
183,0,180,15,16533,22,2.2,1
182,140,81,40,17088,45,2.1,1
182,140,81,40,16533,44,1.9,1
183,0,180,15,17053,0,2.2,1
183,0,180,15,16532,1,2.1,1
183,0,180,15,16573,22,2.1,1
183,0,180,15,16573,22,2.1,1
183,0,180,15,16521,43,2.2,1
180,116,153,226,17100,130,2.1,1
180,116,153,226,16762,21,2,1
182,140,81,40,16533,1,1.7,1
182,140,81,40,17016,1,2,1
182,140,81,40,16752,1,1.9,1
182,140,81,40,16532,1,1.8,1
182,140,81,40,16532,1,1.7,1
183,0,180,15,16799,0,2.1,1
180,116,153,226,17053,24,2,1
183,0,180,15,17050,43,2.2,1
182,148,177,48,18934,1,4.4,1
182,148,177,48,18476,1,4.9,1
182,148,177,48,13387,1,4.3,1
182,148,177,48,15874,1,3.9,1
182,148,177,48,17102,0,5,1
182,148,177,48,17821,62,4.5,1
182,148,177,48,16532,1,4.9,1
182,148,177,48,17056,0,4.9,1
182,148,177,48,16533,0,3.1,1
182,148,177,48,16753,0,3.5,1
182,148,177,48,16533,1,3.5,1
182,148,177,48,15802,33,3.6,1
182,148,177,48,17038,0,4.6,1
182,148,177,48,15874,1,4.2,1
182,148,177,48,16533,0,3.6,1
