Ip1, Ip2, Ip3, Ip4, Phone, SurvivalTime, AverageAnswerTime, Outcome
114,231,55,0,15874,8,1.8,1
114,231,55,0,16231,11,2,1
114,231,55,0,17053,5,1.8,1
1,25,60,52,16533,62,2,1
59,34,152,163,17050,0,2.2,1
112,32,10,8,16533,107,1.8,1
112,32,10,8,16532,105,2,1
112,32,10,8,16764,84,1.8,1
112,32,10,8,17053,70,2.1,1
123,165,53,96,16722,73,2.2,1
112,32,10,8,16229,66,2.1,1
112,32,10,8,17053,55,2.1,1
112,32,10,8,17041,50,1.9,1
123,165,53,96,18411,41,2,1
123,165,53,96,16533,36,2.1,1
123,165,53,96,16532,35,2.3,1
123,165,53,96,16533,27,2,1
123,244,0,22,18411,56,2,1
59,34,152,163,17053,0,2.2,1
114,231,55,0,16532,33,1.9,1
115,48,57,219,16533,59,1.9,1
114,231,55,0,18411,25,2,1
114,231,55,0,17065,29,1.8,1
114,231,55,0,16532,32,2.1,1
114,231,55,0,16762,33,1.7,1
112,32,10,8,16571,89,2,1
112,32,10,8,16533,102,1.9,1
122,240,206,134,16532,98,1.7,1
122,240,206,134,16532,114,1.9,1
122,240,206,134,18411,85,2,1
112,32,10,8,16533,118,1.8,1
112,32,10,8,16752,104,1.9,1
112,32,10,8,17102,108,1.8,1
112,32,10,8,16534,79,2,1
112,32,10,8,16533,48,1.7,1
59,34,152,163,16713,0,2.1,1
123,165,53,96,16533,54,1.9,1
123,165,53,96,17056,72,2.1,1
112,32,10,8,16532,78,2.1,1
123,165,53,96,17064,37,1.8,1
59,34,152,163,16532,1,2.1,1
123,165,53,96,16262,43,1.9,1
112,32,10,8,15874,68,1.9,1
123,165,53,96,16270,78,2,1
123,165,53,96,16532,52,2.1,1
114,231,55,0,16533,44,1.9,1
114,231,55,0,17034,26,1.9,1
114,231,55,0,17138,33,1.9,1
114,231,55,0,17171,23,2.1,1
114,231,55,0,16533,29,1.9,1
114,231,55,0,16532,27,2.1,1
114,231,55,0,17024,22,1.8,1
114,231,55,0,17050,10,1.8,1
114,231,55,0,17041,10,2,1
114,231,55,0,17069,5,1.9,1
114,231,55,0,16532,7,1.8,1
115,48,57,219,16532,72,1.8,1
114,231,55,0,16722,49,1.7,1
115,48,57,219,16798,32,2.1,1
115,48,57,219,16532,83,1.8,1
120,42,214,253,16799,18,2.1,1
115,48,57,219,18411,81,1.8,1
114,231,55,0,16532,53,1.9,1
123,165,53,96,17024,40,1.8,1
123,165,53,96,16762,14,1.9,1
115,48,57,219,16532,78,1.8,1
114,231,55,0,17050,57,1.8,1
112,32,10,8,16533,155,1.7,1
59,34,152,163,17171,44,2.1,1
122,240,206,134,17026,144,1.8,1
112,32,10,8,16231,85,2.1,1
119,186,225,158,18411,31,2.1,1
119,186,225,158,16233,41,2,1
114,231,55,0,16532,27,2.1,1
114,231,55,0,17100,35,1.8,1
114,231,55,0,16533,42,1.9,1
114,231,55,0,16722,37,1.6,1
114,231,55,0,17108,52,2.1,1
123,165,53,96,16272,39,2.3,1
123,187,98,136,16231,100,1.8,1
123,165,53,96,16532,51,2,1
114,223,209,174,17108,18,1.9,1
115,48,57,219,16532,111,2,1
59,34,152,163,18411,43,2.2,1
59,34,152,163,15874,0,2.2,1
119,186,225,158,16532,58,1.9,1
114,231,55,0,16533,68,2,1
119,186,225,158,16533,42,2,1
119,186,225,158,16231,39,2,1
119,186,225,158,16532,36,2,1
119,186,225,158,17065,17,1.8,1
114,231,55,0,16753,83,1.9,1
123,165,53,96,16713,45,1.8,1
123,165,53,96,17064,14,2.2,1
123,145,54,61,16533,47,1.9,1
59,51,28,161,16533,5,1.8,1
123,165,53,96,16532,73,1.9,1
123,187,98,136,16532,100,2.1,1
59,34,152,163,17050,43,2.1,1
59,34,152,163,17108,0,2.1,1
119,186,225,158,16532,62,1.9,1
119,186,225,158,16237,63,1.8,1
119,186,225,158,16272,60,2.1,1
59,34,152,163,16535,0,2.1,1
59,34,152,163,17041,0,2.2,1
115,48,57,219,16533,64,1.9,1
123,244,0,22,16534,27,2,1
123,165,53,96,16532,49,2,1
59,34,152,163,17041,0,2.2,1
114,231,55,0,16533,52,2.1,1
114,231,55,0,16532,37,1.9,1
114,223,209,174,17108,41,2,1
114,223,209,174,17138,14,2.1,1
114,223,209,174,16238,10,2,1
114,223,209,174,17054,27,1.8,1
114,223,209,174,16219,35,1.9,1
59,51,28,161,17065,27,2.1,1
114,223,209,174,16533,28,2,1
114,223,209,174,16272,9,2.1,1
59,34,152,163,16533,0,2.1,1
119,186,225,158,17054,89,2.2,1
115,48,57,219,16532,29,2.1,1
59,34,152,163,16722,0,2.1,1
123,165,53,96,16532,44,2.2,1
39,155,69,179,16533,128,2.5,1
123,165,53,96,17064,85,1.8,1
119,186,225,158,17041,48,1.9,1
114,231,55,0,15874,55,1.9,1
1,25,60,52,17050,61,2,1
175,152,197,84,18411,31,1.9,1
114,231,55,0,16262,28,1.8,1
114,223,209,174,16798,43,1.9,1
114,223,209,174,16535,50,1.8,1
59,34,152,163,16533,0,2.2,1
114,223,209,174,16722,37,1.9,1
114,223,209,174,16533,65,2.1,1
114,223,209,174,16773,39,1.7,1
114,223,209,174,16533,62,2,1
114,223,209,174,16533,56,2,1
59,51,28,161,16532,24,1.9,1
59,51,28,161,17088,20,1.6,1
59,51,28,161,17000,18,1.7,1
59,51,28,161,16533,17,2,1
59,51,28,161,17056,13,2,1
123,165,53,96,16533,38,1.9,1
39,155,69,179,17000,84,1.8,1
123,165,53,96,16532,67,2.1,1
59,34,152,163,16521,22,2.1,1
115,48,57,219,17108,123,2,1
59,34,152,163,16532,43,2.1,1
123,165,53,96,16532,67,1.9,1
119,186,225,158,18411,73,1.8,1
123,165,53,96,17065,50,1.9,1
114,223,209,174,17171,88,2,1
112,32,10,8,16752,120,1.8,1
112,32,10,8,18411,151,1.9,1
112,32,10,8,17041,124,1.7,1
123,165,53,96,16533,69,2.1,1
123,165,53,96,18411,92,1.8,1
59,51,28,161,16533,50,2,1
59,51,28,161,16533,35,2,1
59,51,28,161,17050,43,1.7,1
59,51,28,161,16233,41,1.9,1
59,51,28,161,17038,10,1.9,1
59,51,28,161,16533,21,2.1,1
59,51,28,161,16725,8,1.8,1
125,89,224,95,16722,46,2.2,1
125,89,224,95,16762,47,2.1,1
125,89,224,95,17054,45,2.1,1
125,89,224,95,17050,40,2.3,1
125,89,224,95,16533,39,2.2,1
125,89,224,95,17056,32,2.3,1
125,89,224,95,16229,28,2.3,1
125,89,224,95,16533,20,2.2,1
123,165,53,96,16521,58,1.9,1
123,165,53,96,17137,28,2,1
123,165,53,96,17169,29,2,1
123,165,53,96,16521,28,1.9,1
123,244,0,22,16750,40,2,1
123,244,0,22,16521,39,1.9,1
123,244,0,22,16571,35,1.9,1
123,244,0,22,15874,32,2,1
123,244,0,22,16753,28,2.1,1
123,244,0,22,16532,29,2,1
123,244,0,22,15874,16,1.7,1
123,244,0,22,16532,25,1.9,1
123,244,0,22,16532,32,2,1
123,244,0,22,16533,14,1.8,1
123,244,0,22,17108,24,2.1,1
123,244,0,22,16532,12,2,1
123,244,0,22,18411,11,1.8,1
123,244,0,22,17054,20,1.9,1
114,223,209,174,16533,73,1.9,1
114,223,209,174,16798,72,2,1
114,223,209,174,16532,53,1.9,1
114,223,209,174,17050,51,1.7,1
114,223,209,174,16533,50,1.8,1
114,223,209,174,17026,28,2.2,1
114,223,209,174,16532,25,1.9,1
120,42,214,253,16271,14,1.9,1
1,25,60,52,17065,13,2,1
123,165,53,96,16533,52,2,1
1,25,60,52,16532,59,1.9,1
123,165,53,96,16214,50,1.9,1
123,244,0,22,17054,57,2,1
125,89,224,95,16532,65,2,1
123,165,53,96,17015,81,2.2,1
123,165,53,96,16533,75,2.1,1
125,89,224,95,16722,71,2.3,1
123,165,53,96,16535,52,1.9,1
123,244,0,22,16532,60,1.9,1
125,89,224,95,16722,66,1.8,1
125,89,224,95,15802,61,2.1,1
59,51,28,161,17171,80,2.1,1
59,51,28,161,16764,67,1.7,1
59,51,28,161,17041,68,1.9,1
59,51,28,161,16237,63,1.9,1
59,51,28,161,16533,73,1.9,1
59,51,28,161,16231,44,2,1
59,51,28,161,16533,41,1.7,1
59,51,28,161,16571,40,2,1
59,51,28,161,16532,23,1.8,1
59,51,28,161,16238,15,2,1
183,92,239,31,15874,175,2.5,1
183,92,239,31,17053,55,2.3,1
183,92,239,31,16237,127,2.9,1
183,92,239,31,16750,87,2.3,1
183,92,239,31,17015,61,2.6,1
125,89,224,95,16532,55,2,1
183,92,239,31,16762,61,2.4,1
123,244,0,22,16532,42,1.9,1
123,244,0,22,16237,56,2,1
59,34,152,163,16532,43,2.2,1
59,34,152,163,17100,0,2.1,1
114,223,209,174,17012,93,1.9,1
114,223,209,174,16533,59,1.9,1
1,84,8,6,18411,16,1.9,1
1,84,8,6,17171,10,1.8,1
114,231,55,0,16773,91,1.7,1
114,231,55,0,17053,45,2.1,1
114,231,55,0,17069,18,2.1,1
59,34,152,163,16725,0,2.1,1
123,187,98,136,16533,17,2,1
59,34,152,163,16521,0,2.2,1
123,244,0,22,15802,55,1.8,1
123,244,0,22,16533,75,1.8,1
123,244,0,22,15874,84,2.1,1
59,34,152,163,17053,43,2.1,1
125,89,224,95,16753,92,2,1
123,244,0,22,16521,66,1.8,1
114,223,209,174,16533,75,2,1
123,244,0,22,16752,55,1.9,1
183,92,239,31,16533,199,2.6,1
59,34,152,163,16532,43,2.2,1
125,89,224,95,17056,88,2.4,1
114,223,209,174,16533,74,1.7,1
114,223,209,174,17104,84,1.8,1
183,92,239,31,17064,159,2.5,1
183,92,239,31,16750,201,2.4,1
119,186,225,158,16272,34,2,1
119,186,225,158,17169,54,1.8,1
119,186,225,158,16722,48,2,1
183,92,239,31,15874,192,2,1
114,231,55,0,17053,75,1.7,1
114,231,55,0,16256,117,1.9,1
1,84,8,6,16521,36,1.9,1
59,51,28,161,16713,119,1.7,1
59,51,28,161,16532,96,2.2,1
59,51,28,161,16532,96,1.9,1
59,51,28,161,16573,77,1.9,1
59,51,28,161,16532,70,2.1,1
59,51,28,161,17353,66,1.9,1
59,51,28,161,16532,53,1.9,1
59,51,28,161,16533,46,1.9,1
59,51,28,161,16533,46,1.8,1
59,51,28,161,17061,29,1.7,1
59,51,28,161,16237,36,1.7,1
59,51,28,161,17015,28,2,1
59,51,28,161,16533,24,1.9,1
59,51,28,161,16571,15,2.1,1
59,51,28,161,16571,23,1.7,1
120,42,214,253,17053,12,1.7,1
59,34,152,163,16713,0,2.1,1
59,34,152,163,17041,0,2.2,1
114,231,55,0,16532,29,1.9,1
123,165,53,96,15874,29,2.1,1
123,244,0,22,15874,74,1.9,1
123,244,0,22,16532,64,1.8,1
123,244,0,22,18411,35,1.9,1
123,244,0,22,17054,22,1.9,1
123,244,0,22,16533,30,1.9,1
123,244,0,22,16237,16,2.3,1
114,231,55,0,18411,5,1.9,1
59,34,152,163,15874,0,2.2,1
59,34,152,163,16713,0,2.2,1
183,92,239,31,16753,227,2.2,1
114,231,55,0,16533,95,1.7,1
1,84,8,6,16533,54,1.8,1
114,223,209,174,16574,70,2,1
114,223,209,174,18411,70,1.9,1
125,89,224,95,16798,62,2.2,1
125,89,224,95,17065,53,2,1
123,244,0,22,16533,96,1.9,1
123,165,53,96,16229,87,1.7,1
59,34,152,163,16233,22,2.1,1
59,51,28,161,16533,128,2,1
59,51,28,161,15874,132,1.9,1
59,51,28,161,16773,107,2.1,1
59,51,28,161,13524,26,2,1
112,32,10,8,16533,137,1.9,1
112,32,10,8,17064,130,2.2,1
112,32,10,8,16722,193,2,1
112,32,10,8,16532,146,2,1
59,34,152,163,16533,0,2.1,1
112,32,10,8,16237,80,1.9,1
114,223,209,174,16535,55,1.8,1
112,32,10,8,16533,78,1.8,1
125,89,224,95,16532,85,2.2,1
112,32,10,8,16752,73,1.7,1
125,89,224,95,16532,81,1.8,1
123,244,0,22,16532,63,1.9,1
59,34,152,163,15874,22,2.2,1
112,32,10,8,16762,210,1.9,1
112,32,10,8,17053,159,2,1
119,186,225,158,16533,25,2.1,1
119,186,225,158,16533,10,1.9,1
112,32,10,8,16533,136,1.9,1
125,89,224,95,16532,80,1.9,1
120,42,214,253,16750,9,2,1
59,51,28,161,16533,165,1.8,1
59,51,28,161,17169,139,2,1
59,51,28,161,16535,118,1.9,1
59,34,152,163,18411,22,2.2,1
123,165,53,96,16532,29,1.9,1
1,84,8,6,18411,77,1.8,1
1,84,8,6,17038,24,1.9,1
1,84,8,6,17050,17,1.9,1
1,84,8,6,16253,22,1.9,1
119,186,225,158,16253,43,1.9,1
112,32,10,8,17061,125,2,1
115,48,57,219,16223,44,1.8,1
112,32,10,8,16533,119,1.8,1
112,32,10,8,18411,84,2.2,1
112,32,10,8,16233,95,1.8,1
59,34,152,163,17108,407,2.3,1
59,34,152,163,17121,400,2.1,1
59,34,152,163,16533,402,2.2,1
59,34,152,163,16750,400,1.9,1
59,34,152,163,17061,398,2.1,1
59,34,152,163,16532,395,2.1,1
59,34,152,163,16798,394,2.2,1
59,34,152,163,16533,379,1.8,1
59,34,152,163,16253,378,2.2,1
123,187,98,136,16533,41,1.8,1
59,34,152,163,16533,375,2.2,1
59,34,152,163,16533,344,2.1,1
59,34,152,163,17053,356,2.3,1
59,34,152,163,16532,323,1.9,1
59,34,152,163,16533,291,2.1,1
59,34,152,163,16532,366,2.2,1
59,34,152,163,16532,289,2.1,1
59,34,152,163,16532,312,2.3,1
59,34,152,163,16533,326,2.2,1
123,165,53,96,16533,94,2,1
59,34,152,163,16753,43,2.2,1
59,34,152,163,17012,365,1.6,1
59,34,152,163,17061,384,2,1
59,34,152,163,16799,334,1.6,1
59,34,152,163,16533,327,1.8,1
59,34,152,163,16533,357,1.8,1
59,34,152,163,17056,237,2,1
1,84,8,6,17065,118,1.8,1
59,34,152,163,16571,306,2,1
1,84,8,6,17821,73,1.8,1
1,84,8,6,17054,107,1.8,1
1,84,8,6,16532,79,1.9,1
1,84,8,6,16722,55,1.7,1
1,84,8,6,17053,72,1.8,1
59,51,28,161,16532,124,1.9,1
59,51,28,161,16517,65,2,1
1,84,8,6,16533,102,1.8,1
59,34,152,163,18411,22,2.1,1
123,244,0,22,16762,72,2,1
123,244,0,22,16750,33,2.1,1
123,244,0,22,16533,111,1.8,1
59,34,152,163,18411,352,2.1,1
59,34,152,163,17024,356,2,1
59,34,152,163,17024,357,1.9,1
59,34,152,163,16534,378,1.9,1
59,34,152,163,16533,394,2,1
59,34,152,163,16533,420,2.1,1
59,34,152,163,16725,430,1.9,1
59,34,152,163,16532,418,2.1,1
59,34,152,163,17064,318,2,1
59,34,152,163,17171,334,1.9,1
59,34,152,163,15873,361,1.9,1
59,34,152,163,16532,369,2.1,1
59,34,152,163,16753,374,2,1
59,34,152,163,16713,422,1.9,1
1,84,8,6,17108,145,1.7,1
1,84,8,6,16722,117,1.7,1
1,84,8,6,16533,136,1.7,1
1,84,8,6,17069,51,1.8,1
175,152,197,84,16532,6,2,1
175,152,197,84,17054,4,1.7,1
59,51,28,161,16533,86,1.9,1
59,51,28,161,17056,98,2.2,1
59,51,28,161,16534,61,2,1
123,244,0,22,17024,123,1.8,1
59,34,152,163,16532,348,2,1
59,34,152,163,16533,22,2.1,1
59,34,152,163,17015,441,1.8,1
59,34,152,163,16532,22,2.1,1
59,34,152,163,17064,449,1.7,1
59,34,152,163,18843,449,1.9,1
59,34,152,163,16533,339,1.8,1
59,34,152,163,17012,210,1.9,1
120,42,214,253,16219,32,1.8,1
119,186,225,158,17065,43,2,1
125,89,224,95,18411,110,1.9,1
175,152,197,84,17056,8,1.8,1
59,34,152,163,17064,43,2.2,1
112,32,10,8,16517,124,2.2,1
115,48,57,219,16713,41,1.8,1
115,48,57,219,16753,25,1.9,1
115,48,57,219,17050,10,2.1,1
115,48,57,219,17038,9,2,1
112,32,10,8,16573,130,1.6,1
114,231,55,0,16533,47,1.9,1
115,48,57,219,16533,54,2,1
123,165,53,96,16521,11,1.9,1
123,165,53,96,16532,35,2.1,1
115,48,57,219,17171,38,1.9,1
115,48,57,219,17069,56,2,1
114,223,209,174,16534,46,2.1,1
115,48,57,219,16521,57,2,1
1,84,8,6,16532,132,1.8,1
1,84,8,6,16532,114,1.9,1
1,84,8,6,17050,109,1.8,1
1,84,8,6,16532,131,1.9,1
59,34,152,163,16534,22,2.1,1
1,84,8,6,18411,99,2,1
1,84,8,6,16722,95,1.9,1
1,84,8,6,17056,79,1.9,1
1,25,60,52,16222,85,1.9,1
1,84,8,6,17050,69,1.8,1
1,84,8,6,16533,67,2,1
1,84,8,6,16517,66,1.9,1
1,84,8,6,15802,27,1.9,1
59,34,152,163,16532,21,2.2,1
119,186,225,158,16231,28,2,1
123,165,53,96,17024,85,2.1,1
123,165,53,96,16532,31,1.9,1
1,84,8,6,16714,153,2,1
1,84,8,6,17056,151,2,1
59,51,28,161,17012,52,2,1
1,84,8,6,16229,118,2,1
1,84,8,6,16533,128,2,1
1,84,8,6,16753,84,2.1,1
1,84,8,6,17100,68,2.1,1
1,84,8,6,16532,68,2,1
1,25,60,52,18411,26,1.8,1
175,152,197,84,16253,6,1.9,1
123,165,53,96,16533,105,2,1
1,25,60,52,16532,46,1.9,1
1,84,8,6,16532,135,2,1
125,89,224,95,16533,60,2.1,1
115,48,57,219,16533,119,2,1
115,48,57,219,17171,99,1.9,1
1,25,60,52,17169,87,1.8,1
125,89,224,95,17053,57,2.5,1
123,165,53,96,16533,47,1.8,1
123,165,53,96,16517,23,1.6,1
123,165,53,96,16237,22,1.8,1
123,165,53,96,17065,36,1.6,1
59,34,152,163,16272,0,2.1,1
115,48,57,219,16229,119,1.9,1
59,34,152,163,16752,0,2.2,1
1,84,8,6,17050,89,1.7,1
123,187,98,136,16533,36,2.1,1
115,48,57,219,17026,108,2.1,1
120,42,214,253,16533,162,1.7,1
120,42,214,253,17053,15,1.5,1
112,32,10,8,17053,21,2,1
112,32,10,8,16533,24,2,1
112,32,10,8,17108,21,2.2,1
112,32,10,8,16798,19,1.7,1
112,32,10,8,17019,24,1.8,1
1,84,8,6,16532,116,1.7,1
112,32,10,8,17065,27,1.9,1
1,84,8,6,16533,70,1.8,1
59,34,152,163,16533,43,2.2,1
59,34,152,163,17353,1222,2.2,1
114,231,55,0,16716,40,1.8,1
125,89,224,95,16750,54,2.4,1
125,89,224,95,16237,53,2.4,1
125,89,224,95,16521,49,2,1
125,89,224,95,16272,44,2.5,1
125,89,224,95,16533,42,2.2,1
125,89,224,95,16517,46,2,1
125,89,224,95,16233,42,2.4,1
125,89,224,95,17012,36,2.1,1
125,89,224,95,16532,39,2.5,1
125,89,224,95,16532,40,2.2,1
125,89,224,95,16722,50,2.7,1
125,89,224,95,16725,19,2.3,1
59,34,152,163,16533,0,2.2,1
112,32,10,8,16233,38,2.2,1
1,84,8,6,17064,103,1.8,1
1,84,8,6,15874,117,1.7,1
1,84,8,6,16533,98,1.7,1
112,32,10,8,16223,45,2,1
114,231,55,0,16229,50,1.9,1
114,231,55,0,16219,56,2,1
125,89,224,95,16532,72,2.3,1
59,34,152,163,17171,22,2.1,1
125,89,224,95,18411,53,2.1,1
125,89,224,95,17053,73,1.9,1
125,89,224,95,17053,59,2.5,1
125,89,224,95,16533,72,1.9,1
59,34,152,163,16533,22,2.1,1
112,32,10,8,17053,66,1.7,1
59,34,152,163,16533,43,2.1,1
123,165,53,96,19821,110,2.3,1
123,165,53,96,16521,83,2.1,1
123,165,53,96,17050,92,2,1
125,89,224,95,17012,71,2.1,1
123,165,53,96,16521,50,2.4,1
123,165,53,96,17056,61,2.3,1
123,165,53,96,16533,76,2.2,1
123,165,53,96,16270,25,2,1
123,187,98,136,16532,10,1.9,1
59,34,152,163,16533,0,2.2,1
123,244,0,22,18411,6,1.9,1
59,34,152,163,16532,1,2.1,1
59,34,152,163,16799,0,2.2,1
115,48,57,219,16533,51,2,1
115,48,57,219,16223,48,1.7,1
115,48,57,219,16521,47,2,1
115,48,57,219,15874,45,1.8,1
115,48,57,219,17100,23,1.9,1
115,48,57,219,16533,38,2.2,1
115,48,57,219,16533,42,1.9,1
115,48,57,219,16533,38,1.8,1
115,48,57,219,16533,24,2,1
123,145,54,61,16533,29,1.8,1
59,34,152,163,17041,0,2.2,1
125,89,224,95,17034,84,2.1,1
59,34,152,163,17054,22,2.1,1
125,89,224,95,16253,104,2.2,1
125,89,224,95,16533,74,2.1,1
123,165,53,96,17171,49,2.1,1
125,89,224,95,17064,98,2.2,1
125,89,224,95,17065,99,2.3,1
123,165,53,96,16533,136,2,1
123,165,53,96,17108,90,2.1,1
123,165,53,96,16762,108,2,1
123,165,53,96,16253,107,2.3,1
115,48,57,219,17041,56,1.6,1
59,34,152,163,16532,0,2.2,1
39,155,69,179,16532,216,2.2,1
39,155,69,179,16521,207,1.8,1
123,165,53,96,17069,143,1.8,1
123,165,53,96,16237,87,2.1,1
1,84,8,6,16753,123,1.7,1
112,32,10,8,16237,27,1.6,1
112,32,10,8,16533,18,1.7,1
59,34,152,163,16753,0,2.1,1
39,155,69,179,16798,174,1.9,1
123,244,0,22,17041,27,1.9,1
123,244,0,22,16753,27,2,1
59,34,152,163,16533,0,2.1,1
123,244,0,22,16532,17,2.2,1
123,244,0,22,16795,12,2,1
123,244,0,22,16532,16,2,1
123,244,0,22,16533,16,1.8,1
123,244,0,22,17064,23,1.9,1
1,25,60,52,16532,36,1.8,1
120,42,214,253,16533,11,2,1
59,34,152,163,16798,0,2.1,1
59,34,152,163,16532,0,2.1,1
112,32,10,8,16753,34,1.9,1
115,48,57,219,16532,145,2.1,1
115,48,57,219,17000,96,1.8,1
59,34,152,163,17038,22,2.1,1
59,34,152,163,16798,22,2.1,1
183,92,239,31,16752,71,2,1
39,155,69,179,16223,263,2.3,1
39,155,69,179,16533,347,1.8,1
123,244,0,22,16521,41,2.1,1
123,244,0,22,16532,39,1.8,1
123,187,98,136,16237,52,1.9,1
112,32,10,8,16532,64,1.8,1
122,240,206,134,16532,95,1.7,1
122,240,206,134,16533,51,1.9,1
112,32,10,8,18411,63,1.8,1
123,165,53,96,16532,77,1.9,1
123,165,53,96,17038,47,1.7,1
123,165,53,96,18411,44,2,1
59,34,152,163,16533,0,2.1,1
1,25,60,52,16573,40,1.6,1
59,34,152,163,16533,22,2.1,1
59,34,152,163,17054,43,2.1,1
122,240,206,134,16533,34,2.1,1
122,240,206,134,17821,118,2.2,1
123,145,54,61,16533,702,1.9,1
123,165,53,96,18411,53,2.3,1
175,152,197,84,17053,33,1.7,1
59,34,152,163,17064,22,2.2,1
59,34,152,163,16799,44,2.1,1
112,32,10,8,17041,92,1.8,1
112,32,10,8,16517,57,1.8,1
59,34,152,163,16798,21,2.2,1
123,165,53,96,13402,48,1.9,1
123,165,53,96,17169,44,1.6,1
123,165,53,96,16233,28,2.1,1
123,165,53,96,16533,40,1.9,1
120,42,214,253,16752,31,1.7,1
112,32,10,8,17056,57,2.1,1
112,32,10,8,16533,43,2,1
112,32,10,8,17038,30,2.2,1
112,32,10,8,17015,25,1.9,1
123,165,53,96,17053,92,1.8,1
122,240,206,134,17050,135,1.8,1
123,244,0,22,18411,56,2,1
123,244,0,22,16219,29,1.9,1
123,244,0,22,18411,19,2,1
123,244,0,22,16725,28,1.9,1
112,32,10,8,17088,104,2,1
112,32,10,8,16535,103,1.8,1
112,32,10,8,16237,109,2,1
123,165,53,96,17056,44,1.9,1
123,165,53,96,17056,54,1.7,1
183,92,239,31,16532,22,2.5,1
114,231,55,0,17015,30,1.7,1
112,32,10,8,16536,117,2,1
59,34,152,163,18411,0,2.2,1
112,32,10,8,17053,92,2,1
123,165,53,96,18411,85,1.7,1
123,187,98,136,17171,77,1.8,1
112,32,10,8,17100,93,1.7,1
123,244,0,22,17171,37,2,1
112,32,10,8,16573,103,2,1
123,165,53,96,17054,62,1.9,1
59,34,152,163,16533,21,2.2,1
123,244,0,22,16750,72,1.9,1
1,25,60,52,16253,33,2,1
1,25,60,52,17100,16,1.8,1
1,25,60,52,16532,10,1.9,1
183,92,239,31,15874,69,2.4,1
123,187,98,136,15802,38,1.8,1
59,34,152,163,16534,0,2.2,1
114,231,55,0,16532,43,1.8,1
59,34,152,163,16533,1,2.2,1
59,34,152,163,16532,0,2.1,1
112,32,10,8,16533,89,2.2,1
112,32,10,8,17100,76,1.7,1
59,34,152,163,16533,0,2.2,1
59,34,152,163,17053,1,2.1,1
120,42,214,253,16773,47,1.8,1
59,34,152,163,16534,0,2.1,1
112,32,10,8,16533,89,1.6,1
112,32,10,8,16533,111,2,1
123,165,53,96,17056,108,2.1,1
123,165,53,96,16532,81,2.3,1
123,165,53,96,16533,98,2.1,1
123,165,53,96,16571,52,2.4,1
123,165,53,96,17138,46,2,1
123,165,53,96,17000,46,2.2,1
123,165,53,96,17102,45,2.3,1
59,34,152,163,16253,21,2.2,1
120,42,214,253,17061,19,1.9,1
112,32,10,8,16233,125,2.2,1
112,32,10,8,16533,121,1.9,1
123,165,53,96,16532,78,2.2,1
123,165,53,96,16532,139,2.3,1
123,165,53,96,16762,140,2.1,1
123,165,53,96,16533,100,1.9,1
123,165,53,96,16750,69,1.7,1
123,165,53,96,17054,73,2.4,1
119,186,225,158,15874,7,1.6,1
119,186,225,158,16722,7,2,1
122,240,206,134,16532,42,1.8,1
122,240,206,134,17821,53,1.8,1
123,165,53,96,16253,64,1.8,1
123,165,53,96,16533,127,2.1,1
123,165,53,96,16533,94,2,1
1,25,60,52,16532,33,1.7,1
123,244,0,22,16532,8,1.8,1
123,187,98,136,16532,60,2.1,1
123,187,98,136,15874,70,1.9,1
122,240,206,134,16520,72,1.8,1
122,240,206,134,16229,78,1.8,1
122,240,206,134,16532,85,2,1
183,92,239,31,16533,38,1.9,1
115,48,57,219,16722,13,1.9,1
115,48,57,219,16532,5,2,1
119,186,225,158,17054,37,1.9,1
119,186,225,158,17054,36,2,1
119,186,225,158,16533,19,1.9,1
119,186,225,158,16270,26,1.8,1
119,186,225,158,16752,22,1.8,1
119,186,225,158,16799,29,1.8,1
119,186,225,158,16532,23,1.8,1
119,186,225,158,16532,29,2,1
119,186,225,158,16799,18,1.9,1
119,186,225,158,16253,15,2,1
114,231,55,0,18411,72,1.9,1
122,240,206,134,15874,72,1.9,1
59,34,152,163,16532,0,2.2,1
119,186,225,158,16521,51,1.8,1
119,186,225,158,17018,55,1.7,1
119,186,225,158,16533,49,2.1,1
120,42,214,253,16229,34,2,1
122,240,206,134,16752,88,1.9,1
123,165,53,96,17053,130,1.9,1
123,165,53,96,16229,103,2.1,1
122,240,206,134,16533,111,1.9,1
119,186,225,158,18411,38,1.8,1
119,186,225,158,16533,57,1.6,1
123,187,98,136,16532,31,1.5,1
122,240,206,134,17053,107,1.9,1
122,240,206,134,17015,143,1.9,1
123,187,98,136,16533,58,1.8,1
123,165,53,96,17024,185,1.8,1
112,32,10,8,17171,43,1.9,1
112,32,10,8,16533,36,1.9,1
122,240,206,134,16534,110,1.7,1
123,244,0,22,18411,14,2,1
112,32,10,8,16533,41,1.9,1
112,32,10,8,16532,33,1.6,1
39,155,69,179,17067,204,2.1,1
39,155,69,179,17024,46,2.3,1
122,240,206,134,16534,142,1.8,1
59,34,152,163,16532,21,2.2,1
112,32,10,8,17050,61,1.9,1
175,152,197,84,16533,28,1.9,1
122,240,206,134,16521,117,2,1
59,34,152,163,15874,21,2.2,1
122,240,206,134,17056,134,2.1,1
122,240,206,134,16533,132,2.1,1
112,32,10,8,16533,39,1.8,1
112,32,10,8,18843,43,1.7,1
59,34,152,163,16753,0,2.2,1
123,187,98,136,16799,35,1.9,1
115,48,57,219,16533,43,1.8,1
115,48,57,219,15802,38,1.7,1
115,48,57,219,18411,6,1.9,1
